4.50803e-17	4.42536e-17	1.03167
6.12544e-17	6.90459e-29	1.00036
0.872465	0.490055	0
0.515622	0.12888	0.851673
0.00651177	0.888641	0.474182
0.230161	0.881325	0.430589
0.855118	0.374398	0.369504
0.878566	0.0242343	0.484551
0.870434	0.0921654	0.491455
0.0798072	0.605191	0.799012
0.407225	0.941426	0.0266064
0.965584	0.259126	0.087245
0.827046	0.0354638	0.570618
0.145549	0.899089	0.423729
0.743277	0.59022	0.352719
0.436736	0.586361	0.686076
0.426444	0.20303	0.886221
0.187011	0.187565	0.967177
0.146435	0.698621	0.706325
0.552182	0.742407	0.39441
0.318288	0.616844	0.745257
0.0629724	0.92869	0.38212
0.651626	0.0502509	0.758078
0.431101	0.578795	0.696438
0.367202	0.792564	0.499391
0.656921	0.402799	0.648217
0.584715	0.813353	0.165858
0.925615	0.0557385	0.379372
0.238361	0.713363	0.663008
0.864353	0.362908	0.359498
0.449258	0.597065	0.667634
0.375631	0.268232	0.900916
0.463683	0.50209	0.733381
0.459121	0.862114	0.237079
0.985895	0.0792542	0.176776
0.0258197	0.996988	0.134015
3.71477e-17	5.02666e-17	1.02076
0.331835	0.457931	0.827139
0.253011	0.935603	0.273567
0.0411855	0.920928	0.402942
0.0866406	0.149321	0.987798
0.202578	0.854144	0.487893
0.450761	0.873579	0.214731
0.247343	0.947121	0.247222
0.418025	0.107201	0.905663
0.698562	0.701644	0.204105
0.39969	0.72285	0.582926
0.361599	0.692312	0.633465
0.16423	0.775208	0.626699
0.312289	0.684491	0.687489
0.629661	0.645701	0.446139
0.841769	0.320953	0.442736
0.0941202	0.291852	0.954174
0.787041	0.547669	0.301649
0.614145	0.744838	0.284397
0.341753	0.836507	0.444738
0.768659	0.534878	0.415745
0.395716	0.846186	0.364192
0.326406	0.228271	0.921202
0.782185	0.558545	0.29688
0.481212	0.120279	0.877462
0.91759	0.0150446	0.399825
0.28237	0.525318	0.805552
0.904995	0.430868	0.039684
0.137406	0.63416	0.779406
0.353129	0.730258	0.58708
0.0871202	0.762476	0.655803
0.182395	0.990889	0.0135799
0.471749	0.659803	0.613239
0.91187	0.416973	0.0973874
0.308541	0.167622	0.938334
0.713422	0.622508	0.35187
0.527279	0.368751	0.776545
0.304356	0.944343	0.154551
0.506354	0.122283	0.858204
0.297134	0.141258	0.947987
0.568268	0.778265	0.280045
0.763626	0.646185	0.0500812
0.361202	0.911498	0.269482
0.597339	0.804514	0.0388197
0.21892	0.470494	0.863157
0.726058	0.380334	0.580193
0.209238	0.834345	0.514036
0.648716	0.0103927	0.764926
0.216297	0.464855	0.86701
0.635752	0.736434	0.267234
0.933604	0.342915	0.141465
0.388935	0.217319	0.896224
0.0476683	0.00515389	0.999263
0.642041	0.630266	0.503914
0.834547	0.0201227	0.558529
0.505985	0.671825	0.544614
0.953396	0.249339	0.187405
0.667118	0.232546	0.724886
0.712079	0.66789	0.236967
0.690081	0.475349	0.552451
0.54155	0.800546	0.265483
0.848812	0.515813	0.188887
0.362906	0.506832	0.793732
0.121388	0.865311	0.499556
0.267264	0.352351	0.907364
0.883997	0.420872	0.223949
0.161767	0.832048	0.535495
0.894922	0.0383743	0.458691
0.278072	0.272972	0.931509
0.493522	0.683812	0.562729
0.157483	0.986423	0.105849
0.233435	0.974531	0.0613708
0.733293	0.532188	0.435768
0.612013	0.783862	0.175529
0.152072	0.973108	0.182075
0.40245	0.100892	0.911207
0.735251	0.709631	0.0739258
0.939585	0.345112	0.105447
0.868363	0.380427	0.323126
0.124813	0.946473	0.313163
0.0590224	0.827643	0.571961
0.0134658	0.999557	0.122527
0.503598	0.316686	0.810317
0.945336	0.0694084	0.335854
0.17863	0.533614	0.833112
0.53798	0.23442	0.813248
0.356848	0.680438	0.649078
0.960946	0.280585	0.00774538
0.642688	0.332082	0.696864
0.975318	0.0784039	0.217096
0.424253	0.237053	0.874809
0.0132898	0.653573	0.770713
0.539831	0.308131	0.790185
0.490841	0.244509	0.845133
0.572113	0.795824	0.211596
0.0220163	0.114708	0.994911
0.634594	0.540081	0.618877
0.752518	0.15674	0.641117
0.190414	0.960093	0.258493
0.547099	0.206058	0.817586
0.473589	0.662376	0.612853
0.71892	0.67324	0.182078
0.622462	0.492885	0.62342
0.18407	0.811207	0.597538
0.751679	0.156565	0.642131
0.558853	0.822261	0.171643
0.83296	0.528103	0.195816
0.893706	0.454051	0.065882
0.324019	0.228856	0.925413
0.712347	0.359613	0.606075
0.396299	0.145562	0.915265
0.875327	0.442609	0.208645
0.294941	0.571598	0.76887
0.497772	0.707067	0.50755
0.259633	0.84945	0.467164
0.811205	0.476359	0.342509
0.899638	0.038099	0.451252
0.608379	0.517771	0.622801
0.801053	0.408707	0.444931
0.234852	0.702863	0.679526
0.61831	0.749889	0.251616
0.256466	0.241797	0.951143
0.67402	0.0386442	0.739861
0.385121	0.839383	0.434822
0.816663	0.388243	0.435023
0.696783	0.50217	0.526779
0.995507	0.0758454	0.077419
0.601018	0.175491	0.784557
0.140571	0.754969	0.646
0.756438	0.306109	0.58373
0.576104	0.275518	0.772179
0.380372	0.220304	0.900522
0.780588	0.544533	0.344259
0.445895	0.111452	0.895326
0.612558	0.435247	0.673946
0.784137	0.630446	0.0484203
0.0557913	0.346888	0.938902
0.271823	0.966844	0.00793338
0.0154403	0.297187	0.958533
0.796267	0.568601	0.23653
0.25071	0.9515	0.201668
0.17638	0.176903	0.972217
