0.167818	3.29248	1.19298
0.68868	0.302384	2.8077
1.25152	0.544316	0.699377
0.239832	2.46566	1.95092
1.22814	0.611607	0.265134
0.367455	2.50896	0.232686
0.544307	0.937478	2.10903
0.218408	2.31688	2.19941
0.354534	2.34401	0.647431
0.643404	1.45132	0.41073
0.649359	1.32335	0.833198
0.773511	0.67323	1.74127
0.94635	0.460996	1.51164
1.04966	0.447422	1.6093
0.433119	1.15698	2.09904
0.871903	0.366009	2.42917
1.08098	0.230687	2.54293
0.21375	2.368	2.07759
0.816811	1.10364	0.410723
0.871039	0.52029	1.50071
0.977575	0.738351	1.30663
0.335478	2.61273	0.35214
1.08514	0.250114	2.25554
0.460172	2.12399	0.263615
1.10287	0.399692	1.4196
1.09406	0.645077	0.915486
0.723117	0.325097	2.66543
0.452082	1.77324	1.08537
0.331157	2.77464	0.209547
1.17038	0.524477	1.15386
0.626513	0.804084	2.1707
0.448132	2.03243	0.437938
1.37169	0.454016	0.597794
0.377184	1.06564	2.50981
0.308848	2.66387	0.499708
0.957991	0.593017	1.39638
0.973052	0.839921	0.624002
0.447158	1.34458	1.44713
0.32934	2.49092	0.629817
0.425847	1.20235	1.86393
0.758465	0.699223	1.74336
0.521914	1.47239	1.30419
1.50641	0.232028	1.34987
0.421547	1.28844	1.6924
0.714407	1.29536	0.409643
0.492686	1.86808	0.563558
0.992959	0.95107	0.533759
0.671924	1.24329	1.04236
0.407638	1.68	1.40865
0.528908	1.83886	0.380217
0.486565	0.994041	1.8992
0.96939	0.307446	2.21178
0.758465	0.699223	1.74336
1.03955	0.816345	0.588528
0.369198	0.253804	4.10371
0.309067	2.78521	0.306534
1.1557	0.650265	0.464384
0.674949	1.22581	1.06219
0.418526	1.19411	2.07806
1.48235	0.425764	0.31807
1.18667	0.548462	0.739897
1.64745	0.234031	0.990148
0.916511	0.258477	2.61562
0.463613	1.73046	1.08094
0.220997	2.6666	1.55607
0.309541	0.262065	4.64582
0.831537	1.12488	0.343547
0.166331	3.47903	0.884568
0.432855	0.185785	4.0224
0.276254	0.21145	4.95314
